Race_White,Age,Gender_Male,Undergraduate,Full-Time,Program_Label,GPA,Engagements,Internships,Industry_Label,From_Utah,Program_Score,Industry_Score,Job_Placement
1,23,1,1,1,Marketing,2.9,2,1,Transportation & Warehousing,1,0.6,0.8,0
1,26,1,1,0,Economics,3.91,5,2,Transportation & Warehousing,1,0.6,0.8,1
1,28,1,0,1,Business Administration,3.13,9,1,Retail Trade,1,0.4,-0.2,1
1,28,1,0,1,Economics,3.37,7,2,Transportation & Warehousing,0,0.6,0.8,1
0,22,1,1,0,Economics,3.85,8,2,Information (Tech Sector),1,0.6,-0.5,1
1,23,1,0,1,Accounting,3.54,3,3,Educational Services,0,0.9,0.4,1
1,19,0,1,1,International Business,3.83,9,0,Educational Services,1,0.3,0.4,1
1,22,1,1,1,Economics,3.97,8,0,Retail Trade,1,0.6,-0.2,1
1,27,1,1,1,Economics,3.06,7,2,Leisure & Hospitality,1,0.6,-0.8,1
1,29,1,1,1,Management,3.77,3,2,Manufacturing,0,0.5,-0.6,1
1,20,0,0,1,International Business,3.9,9,0,Construction,0,0.3,0.7,1
1,22,0,1,1,Accounting,3.39,6,2,Manufacturing,0,0.9,-0.6,1
1,24,0,1,1,Business Administration,3.41,9,1,Information (Tech Sector),0,0.4,-0.5,1
1,25,1,0,1,Information Systems,2.93,4,1,Manufacturing,0,0.9,-0.6,0
1,22,1,0,0,Accounting,3.73,1,1,Information (Tech Sector),0,0.9,-0.5,0
1,25,1,1,1,Accounting,2.74,3,3,Information (Tech Sector),0,0.9,-0.5,1
0,23,1,1,1,Economics,3.79,5,1,Manufacturing,1,0.6,-0.6,1
1,24,1,1,1,Management,3.07,5,0,Construction,1,0.5,0.7,0
1,26,1,1,0,Finance,3.92,5,1,Information (Tech Sector),1,0.7,-0.5,1
1,24,1,0,1,Marketing,3.62,5,2,Transportation & Warehousing,1,0.6,0.8,0
1,23,0,0,1,Business,3.8,8,2,Healthcare & Social Assistance,1,0.5,1.0,1
1,24,0,1,0,Management,3.26,2,1,Healthcare & Social Assistance,1,0.5,1.0,1
1,24,1,1,1,Finance,3.1,3,1,Government,1,0.7,-0.7,1
1,23,1,1,0,Economics,2.97,9,1,Retail Trade,1,0.6,-0.2,1
1,23,1,0,1,Economics,3.83,6,2,Professional & Business Services,0,0.6,0.0,0
1,29,1,1,1,Business Administration,3.7,6,1,Transportation & Warehousing,1,0.4,0.8,1
1,26,0,1,0,Finance,3.71,5,3,Transportation & Warehousing,1,0.7,0.8,1
1,23,1,1,1,Data Analytics,3.59,5,0,Professional & Business Services,0,1.0,0.0,0
1,26,0,1,1,Marketing,3.66,2,0,Retail Trade,1,0.6,-0.2,0
1,23,1,1,1,Business,3.41,5,0,Healthcare & Social Assistance,1,0.5,1.0,1
1,28,0,1,0,Business Administration,3.61,10,3,Construction,1,0.4,0.7,1
0,25,1,0,1,Management,3.24,6,2,Information (Tech Sector),1,0.5,-0.5,1
1,24,0,0,1,Management,3.4,0,3,Professional & Business Services,1,0.5,0.0,1
1,25,1,0,1,Finance,4.41,8,1,Construction,1,0.7,0.7,1
1,19,0,1,1,Marketing,3.51,4,1,Government,1,0.6,-0.7,1
1,21,1,1,1,Marketing,2.91,2,2,Information (Tech Sector),0,0.6,-0.5,0
1,20,1,1,1,Management,3.38,9,2,Manufacturing,1,0.5,-0.6,1
1,24,0,1,1,Data Analytics,3.18,2,2,Transportation & Warehousing,0,1.0,0.8,1
0,29,0,0,1,Economics,3.55,9,1,Information (Tech Sector),1,0.6,-0.5,1
1,31,0,1,1,Marketing,3.23,4,0,Manufacturing,1,0.6,-0.6,1
1,26,0,1,1,Finance,3.44,7,0,Healthcare & Social Assistance,0,0.7,1.0,1
1,26,0,0,0,Management,3.28,5,2,Manufacturing,1,0.5,-0.6,1
1,19,1,0,0,Economics,3.56,3,2,Financial Activities,0,0.6,0.5,1
1,22,1,1,1,International Business,3.31,7,2,Manufacturing,1,0.3,-0.6,1
0,22,1,1,1,Accounting,3.61,10,1,Leisure & Hospitality,0,0.9,-0.8,1
1,22,0,1,1,Economics,4.08,8,2,Professional & Business Services,1,0.6,0.0,1
0,23,1,1,1,Marketing,3.15,6,1,Information (Tech Sector),1,0.6,-0.5,0
0,23,1,1,1,Accounting,3.72,10,0,Professional & Business Services,0,0.9,0.0,1
1,18,1,1,1,Marketing,2.76,3,3,Financial Activities,0,0.6,0.5,0
1,26,0,0,1,Finance,3.43,1,2,Information (Tech Sector),1,0.7,-0.5,1
1,21,1,1,0,Information Systems,3.57,0,2,Transportation & Warehousing,0,0.9,0.8,0
1,25,1,1,1,Economics,3.28,7,2,Educational Services,1,0.6,0.4,1
1,30,1,1,1,Accounting,2.96,8,1,Professional & Business Services,1,0.9,0.0,1
1,21,1,1,1,Finance,3.49,6,2,Professional & Business Services,1,0.7,0.0,1
1,16,1,0,0,Marketing,3.96,9,3,Transportation & Warehousing,0,0.6,0.8,1
1,23,0,1,1,Economics,3.46,7,1,Information (Tech Sector),0,0.6,-0.5,1
1,27,0,1,1,Finance,3.67,4,2,Transportation & Warehousing,1,0.7,0.8,1
1,30,0,1,1,Marketing,3.84,2,2,Financial Activities,1,0.6,0.5,0
1,20,1,0,1,Information Systems,4.24,9,1,Construction,0,0.9,0.7,1
1,25,0,1,1,Information Systems,3.18,1,1,Manufacturing,1,0.9,-0.6,0
1,23,1,0,1,Business,3.22,5,0,Transportation & Warehousing,1,0.5,0.8,1
1,24,1,1,1,Business Administration,3.41,3,2,Financial Activities,1,0.4,0.5,1
1,32,0,1,1,Finance,3.68,3,2,Information (Tech Sector),1,0.7,-0.5,1
0,19,1,1,1,Business Administration,2.8,6,2,Healthcare & Social Assistance,1,0.4,1.0,0
1,25,1,0,0,Business,3.7,2,1,Transportation & Warehousing,1,0.5,0.8,0
1,25,0,0,1,Data Analytics,3.54,9,2,Retail Trade,0,1.0,-0.2,1
1,27,1,1,1,Economics,3.34,4,3,Transportation & Warehousing,0,0.6,0.8,1
1,24,0,1,1,Marketing,3.63,7,1,Professional & Business Services,1,0.6,0.0,1
1,25,1,1,1,Management,3.77,7,2,Construction,1,0.5,0.7,1
1,23,0,1,1,Business Administration,3.81,7,2,Leisure & Hospitality,1,0.4,-0.8,1
0,25,1,1,1,Business Administration,3.5,9,0,Transportation & Warehousing,1,0.4,0.8,1
1,23,1,0,0,Finance,3.6,2,1,Educational Services,0,0.7,0.4,0
1,26,0,0,0,Economics,3.59,1,2,Retail Trade,0,0.6,-0.2,1
1,23,1,1,1,Finance,3.87,1,2,Financial Activities,0,0.7,0.5,0
1,25,1,1,1,Information Systems,3.61,9,3,Healthcare & Social Assistance,0,0.9,1.0,1
0,24,1,0,1,Business Administration,3.69,10,2,Transportation & Warehousing,1,0.4,0.8,1
0,27,1,0,1,Economics,3.77,3,1,Manufacturing,1,0.6,-0.6,1
1,24,1,1,1,International Business,4.09,7,1,Manufacturing,0,0.3,-0.6,1
1,19,1,1,1,Data Analytics,3.32,0,2,Retail Trade,0,1.0,-0.2,0
1,28,0,1,0,Marketing,3.99,2,1,Professional & Business Services,1,0.6,0.0,1
1,21,1,1,1,Business,4.24,7,2,Government,1,0.5,-0.7,1
0,22,1,1,0,Data Analytics,3.34,1,1,Professional & Business Services,0,1.0,0.0,0
1,22,1,1,0,Business,3.43,5,0,Retail Trade,1,0.5,-0.2,0
1,28,1,1,0,Business Administration,3.37,7,1,Professional & Business Services,0,0.4,0.0,1
1,18,0,1,1,Data Analytics,3.7,8,1,Manufacturing,0,1.0,-0.6,1
0,33,1,1,1,Data Analytics,2.94,5,2,Construction,1,1.0,0.7,1
1,27,0,1,1,Marketing,3.35,6,0,Government,0,0.6,-0.7,1
1,25,1,0,1,Management,3.42,5,3,Manufacturing,0,0.5,-0.6,1
0,24,0,0,1,Marketing,3.39,1,2,Healthcare & Social Assistance,0,0.6,1.0,0
1,25,1,1,0,Finance,3.39,7,1,Manufacturing,1,0.7,-0.6,1
1,26,0,1,1,Management,3.35,2,1,Professional & Business Services,1,0.5,0.0,0
0,26,1,0,0,Data Analytics,3.73,0,2,Construction,1,1.0,0.7,0
0,26,1,1,0,Management,3.66,5,0,Government,1,0.5,-0.7,0
1,24,1,1,1,Management,4.01,9,3,Transportation & Warehousing,1,0.5,0.8,1
1,23,1,1,1,Finance,3.73,2,2,Government,1,0.7,-0.7,1
1,24,0,1,1,Economics,3.17,0,0,Financial Activities,0,0.6,0.5,0
1,23,1,1,1,Business Administration,3.45,1,2,Manufacturing,1,0.4,-0.6,0
1,27,1,0,0,Economics,3.42,4,1,Transportation & Warehousing,1,0.6,0.8,1
1,26,0,1,1,Business Administration,3.58,6,0,Retail Trade,1,0.4,-0.2,0
1,15,1,1,1,Economics,3.83,2,3,Information (Tech Sector),0,0.6,-0.5,0
1,26,0,0,1,Economics,3.56,8,0,Manufacturing,0,0.6,-0.6,1
1,25,0,1,1,Business,3.56,8,2,Educational Services,1,0.5,0.4,1
1,24,1,1,1,Management,3.5,7,3,Manufacturing,0,0.5,-0.6,1
1,23,0,1,0,Information Systems,3.74,5,1,Retail Trade,1,0.9,-0.2,0
1,27,1,1,1,Finance,3.33,4,1,Government,1,0.7,-0.7,0
1,27,1,1,1,Economics,3.06,4,0,Healthcare & Social Assistance,0,0.6,1.0,0
1,22,1,1,1,Data Analytics,3.69,5,0,Transportation & Warehousing,0,1.0,0.8,0
0,25,1,1,1,International Business,3.61,1,0,Educational Services,1,0.3,0.4,0
1,21,0,1,1,Business,3.9,7,2,Information (Tech Sector),0,0.5,-0.5,1
1,20,0,1,0,International Business,2.77,4,3,Retail Trade,0,0.3,-0.2,0
1,22,1,1,1,Accounting,3.47,2,2,Information (Tech Sector),1,0.9,-0.5,1
1,27,1,1,1,Marketing,3.53,3,1,Leisure & Hospitality,1,0.6,-0.8,1
1,27,0,1,1,Accounting,3.05,2,2,Financial Activities,1,0.9,0.5,1
1,26,1,1,1,Business Administration,3.47,9,2,Educational Services,1,0.4,0.4,1
1,26,1,0,1,Economics,3.86,2,1,Financial Activities,1,0.6,0.5,0
1,26,1,1,1,Finance,4.13,9,1,Educational Services,0,0.7,0.4,1
1,22,0,1,1,Data Analytics,3.79,6,0,Leisure & Hospitality,1,1.0,-0.8,1
1,25,1,0,0,Information Systems,3.4,9,3,Educational Services,0,0.9,0.4,1
1,26,0,1,1,Information Systems,3.88,5,2,Manufacturing,1,0.9,-0.6,1
1,26,0,1,1,Business,3.77,9,2,Leisure & Hospitality,1,0.5,-0.8,1
1,28,1,0,1,Business,3.35,2,2,Financial Activities,1,0.5,0.5,1
0,26,1,0,1,Business,3.33,6,2,Government,1,0.5,-0.7,1
1,25,0,1,0,Business,3.45,1,0,Leisure & Hospitality,1,0.5,-0.8,0
1,27,1,1,0,Management,3.18,4,2,Government,0,0.5,-0.7,1
1,24,0,1,1,Economics,3.41,6,2,Healthcare & Social Assistance,0,0.6,1.0,1
0,21,0,0,0,International Business,3.65,6,0,Professional & Business Services,1,0.3,0.0,1
0,24,0,1,0,Economics,3.81,4,3,Educational Services,0,0.6,0.4,1
1,22,0,1,0,Economics,3.39,1,1,Transportation & Warehousing,1,0.6,0.8,0
1,22,0,0,1,Accounting,3.92,7,1,Transportation & Warehousing,1,0.9,0.8,1
1,24,0,1,1,Finance,3.7,5,2,Financial Activities,1,0.7,0.5,1
1,22,1,0,1,Data Analytics,3.71,1,2,Professional & Business Services,0,1.0,0.0,1
1,23,1,1,0,Business Administration,3.22,9,1,Construction,1,0.4,0.7,1
1,18,1,1,1,Finance,4.04,10,2,Manufacturing,1,0.7,-0.6,1
0,25,0,1,1,Business,3.67,9,1,Educational Services,1,0.5,0.4,1
1,24,1,0,1,International Business,3.4,8,2,Educational Services,0,0.3,0.4,1
1,22,0,1,1,Accounting,3.35,1,0,Professional & Business Services,0,0.9,0.0,0
1,26,1,1,1,Management,3.41,10,0,Government,0,0.5,-0.7,1
1,27,0,1,0,International Business,3.19,4,0,Manufacturing,0,0.3,-0.6,0
1,19,1,1,1,Accounting,3.8,2,1,Retail Trade,1,0.9,-0.2,0
1,22,0,0,0,Marketing,3.23,8,1,Financial Activities,0,0.6,0.5,1
1,22,1,1,1,Management,3.59,2,2,Transportation & Warehousing,0,0.5,0.8,1
1,21,1,1,1,Business,3.37,5,1,Retail Trade,1,0.5,-0.2,1
1,26,1,0,1,Business Administration,3.7,1,0,Financial Activities,1,0.4,0.5,0
1,23,0,1,1,Business,3.74,5,0,Leisure & Hospitality,1,0.5,-0.8,0
0,23,1,1,1,International Business,3.31,6,0,Government,1,0.3,-0.7,1
1,18,1,1,1,Business,3.49,4,1,Construction,0,0.5,0.7,0
1,26,0,0,1,Marketing,3.07,1,0,Retail Trade,1,0.6,-0.2,0
0,20,0,1,1,Business,4.01,5,1,Transportation & Warehousing,1,0.5,0.8,1
1,24,0,1,1,Accounting,3.82,5,1,Transportation & Warehousing,0,0.9,0.8,1
0,25,1,1,1,Information Systems,3.08,3,2,Transportation & Warehousing,1,0.9,0.8,0
1,28,1,1,1,Business,3.24,9,2,Healthcare & Social Assistance,1,0.5,1.0,1
0,20,0,1,1,Marketing,3.46,4,1,Educational Services,0,0.6,0.4,1
1,15,1,1,1,Economics,3.51,9,0,Retail Trade,1,0.6,-0.2,1
0,25,0,1,1,Economics,3.29,1,1,Leisure & Hospitality,0,0.6,-0.8,0
1,29,1,1,1,Business Administration,3.16,3,0,Retail Trade,1,0.4,-0.2,1
0,28,1,1,1,Business Administration,3.62,2,0,Leisure & Hospitality,1,0.4,-0.8,0
1,25,1,1,1,Business Administration,4.02,4,2,Transportation & Warehousing,1,0.4,0.8,1
1,23,1,0,1,Finance,3.52,1,1,Manufacturing,1,0.7,-0.6,0
0,26,1,0,1,Data Analytics,3.41,4,3,Leisure & Hospitality,0,1.0,-0.8,1
1,21,1,1,1,Business Administration,3.38,4,1,Government,0,0.4,-0.7,1
1,25,0,1,0,Business,3.17,2,2,Educational Services,0,0.5,0.4,1
1,26,1,1,1,Business Administration,3.3,6,2,Financial Activities,1,0.4,0.5,0
1,27,0,0,1,Data Analytics,3.84,10,1,Educational Services,0,1.0,0.4,1
1,32,0,0,1,Finance,2.88,2,1,Healthcare & Social Assistance,0,0.7,1.0,1
1,25,1,0,1,Data Analytics,3.52,7,2,Information (Tech Sector),1,1.0,-0.5,1
0,22,1,1,1,International Business,3.51,7,3,Retail Trade,0,0.3,-0.2,1
1,24,0,1,1,Business Administration,3.54,5,1,Professional & Business Services,1,0.4,0.0,1
1,19,0,1,0,Business Administration,3.72,9,0,Healthcare & Social Assistance,1,0.4,1.0,0
0,22,0,1,0,Business Administration,3.52,10,1,Financial Activities,0,0.4,0.5,1
0,23,0,1,1,International Business,3.36,4,1,Professional & Business Services,0,0.3,0.0,0
1,22,0,0,1,Data Analytics,3.3,7,3,Information (Tech Sector),1,1.0,-0.5,1
1,24,1,1,1,Accounting,3.89,7,2,Educational Services,1,0.9,0.4,1
1,22,1,1,1,Business,3.81,4,0,Government,0,0.5,-0.7,1
1,27,0,1,1,Marketing,4.36,3,1,Transportation & Warehousing,0,0.6,0.8,1
1,24,1,0,1,Business,3.42,9,0,Transportation & Warehousing,1,0.5,0.8,1
1,24,0,1,1,Business Administration,3.31,8,2,Financial Activities,1,0.4,0.5,1
1,23,1,1,1,Finance,3.64,1,3,Leisure & Hospitality,1,0.7,-0.8,0
1,24,1,0,0,International Business,3.63,1,0,Healthcare & Social Assistance,0,0.3,1.0,0
0,26,0,1,1,Accounting,3.69,9,1,Information (Tech Sector),1,0.9,-0.5,1
0,21,1,1,0,Management,3.75,1,3,Government,1,0.5,-0.7,0
1,22,1,1,0,Accounting,3.69,7,0,Transportation & Warehousing,1,0.9,0.8,1
1,23,1,1,1,Marketing,3.82,2,1,Leisure & Hospitality,0,0.6,-0.8,1
1,20,0,0,1,Business,3.86,0,1,Retail Trade,0,0.5,-0.2,0
1,22,1,0,1,Business Administration,3.87,1,0,Educational Services,0,0.4,0.4,0
1,23,0,1,1,Information Systems,2.82,4,0,Retail Trade,1,0.9,-0.2,0
1,27,1,1,1,Management,3.57,1,3,Financial Activities,1,0.5,0.5,1
0,25,0,1,1,Business Administration,3.22,6,2,Educational Services,0,0.4,0.4,1
1,25,0,1,1,International Business,3.82,6,1,Financial Activities,0,0.3,0.5,1
0,27,1,1,1,Management,2.82,4,1,Retail Trade,0,0.5,-0.2,1
1,24,1,1,1,Marketing,3.94,7,2,Financial Activities,0,0.6,0.5,1
1,25,1,1,1,Information Systems,3.24,5,1,Leisure & Hospitality,0,0.9,-0.8,1
1,24,0,0,1,Data Analytics,3.17,4,1,Government,0,1.0,-0.7,0
0,25,1,1,1,Data Analytics,3.61,4,0,Healthcare & Social Assistance,0,1.0,1.0,0
0,22,0,1,1,Data Analytics,3.39,4,2,Educational Services,0,1.0,0.4,0
1,17,1,1,1,Finance,4.03,10,1,Information (Tech Sector),1,0.7,-0.5,1
1,24,1,0,1,Data Analytics,3.91,7,0,Professional & Business Services,1,1.0,0.0,1
1,28,1,1,1,Economics,3.35,3,1,Government,0,0.6,-0.7,1
1,27,1,1,0,Management,3.81,7,0,Government,1,0.5,-0.7,1
0,27,1,1,1,Information Systems,3.34,3,3,Leisure & Hospitality,0,0.9,-0.8,1
1,28,0,1,1,International Business,3.33,1,2,Professional & Business Services,1,0.3,0.0,1
1,24,0,1,1,Economics,3.71,5,0,Construction,1,0.6,0.7,1
1,25,1,0,0,Economics,3.94,8,1,Government,1,0.6,-0.7,1
0,22,0,0,1,Information Systems,3.37,4,2,Information (Tech Sector),1,0.9,-0.5,1
1,23,0,0,1,International Business,3.39,9,1,Financial Activities,1,0.3,0.5,1
1,26,0,1,1,Management,3.59,4,2,Financial Activities,1,0.5,0.5,1
1,28,1,1,1,Business,3.23,3,2,Government,0,0.5,-0.7,1
1,24,1,1,1,Business Administration,3.97,10,1,Manufacturing,1,0.4,-0.6,1
1,23,1,0,1,Business,3.23,5,3,Educational Services,1,0.5,0.4,1
1,24,0,1,0,Marketing,3.31,8,1,Transportation & Warehousing,1,0.6,0.8,1
0,26,1,1,1,Information Systems,4.03,8,1,Government,0,0.9,-0.7,1
1,20,1,1,1,Business,3.56,9,2,Government,0,0.5,-0.7,1
0,17,1,1,1,Business,4.08,1,2,Leisure & Hospitality,0,0.5,-0.8,0
0,22,1,1,1,Business,3.43,3,2,Information (Tech Sector),1,0.5,-0.5,1
1,20,0,1,0,Data Analytics,4.26,8,2,Leisure & Hospitality,1,1.0,-0.8,1
1,22,1,1,1,Accounting,3.68,6,1,Healthcare & Social Assistance,0,0.9,1.0,1
0,24,1,0,1,Business,3.27,6,1,Educational Services,0,0.5,0.4,1
1,23,0,1,1,Business Administration,3.27,2,1,Information (Tech Sector),1,0.4,-0.5,0
1,28,0,1,0,Information Systems,3.06,3,2,Leisure & Hospitality,1,0.9,-0.8,1
1,25,0,1,1,Marketing,3.1,5,1,Professional & Business Services,1,0.6,0.0,1
1,25,0,1,1,Accounting,3.3,3,0,Professional & Business Services,1,0.9,0.0,0
0,26,0,0,1,Finance,3.2,2,3,Government,0,0.7,-0.7,0
1,21,1,1,1,Business Administration,2.73,1,1,Transportation & Warehousing,1,0.4,0.8,0
1,27,1,1,0,Business Administration,3.75,2,1,Leisure & Hospitality,1,0.4,-0.8,1
1,24,0,1,1,Data Analytics,3.73,8,1,Healthcare & Social Assistance,1,1.0,1.0,1
1,26,0,0,1,Data Analytics,3.59,7,1,Leisure & Hospitality,0,1.0,-0.8,1
1,21,0,1,1,Information Systems,3.16,0,1,Leisure & Hospitality,0,0.9,-0.8,0
1,19,1,1,1,Business Administration,3.99,2,0,Manufacturing,0,0.4,-0.6,0
1,26,1,1,1,International Business,3.45,6,0,Transportation & Warehousing,1,0.3,0.8,1
1,25,1,1,0,International Business,3.25,3,1,Leisure & Hospitality,0,0.3,-0.8,1
1,21,1,1,1,Information Systems,3.57,8,1,Financial Activities,1,0.9,0.5,1
1,21,1,0,0,Business,3.55,8,0,Retail Trade,1,0.5,-0.2,0
0,27,0,1,1,Economics,2.75,9,1,Retail Trade,1,0.6,-0.2,1
1,20,1,0,1,Finance,3.49,6,1,Government,1,0.7,-0.7,1
1,29,1,1,1,Marketing,3.54,4,0,Healthcare & Social Assistance,1,0.6,1.0,1
0,21,1,1,1,Data Analytics,3.39,6,3,Transportation & Warehousing,0,1.0,0.8,1
1,26,0,1,0,Marketing,3.1,1,3,Healthcare & Social Assistance,1,0.6,1.0,1
1,23,1,0,0,Economics,3.11,0,1,Professional & Business Services,1,0.6,0.0,0
1,26,1,1,1,Management,3.65,0,0,Information (Tech Sector),1,0.5,-0.5,0
1,22,1,0,1,Information Systems,3.73,4,2,Transportation & Warehousing,1,0.9,0.8,1
1,24,1,0,1,Business,3.37,2,2,Financial Activities,1,0.5,0.5,0
1,24,0,0,0,Accounting,3.61,2,3,Manufacturing,1,0.9,-0.6,0
1,21,0,1,0,Business,3.36,6,1,Transportation & Warehousing,1,0.5,0.8,1
1,26,1,1,0,Business Administration,3.24,10,2,Leisure & Hospitality,1,0.4,-0.8,1
1,22,1,0,1,Business,3.56,2,3,Educational Services,1,0.5,0.4,1
1,23,0,1,1,Business Administration,3.16,5,1,Manufacturing,1,0.4,-0.6,1
1,21,1,1,1,Marketing,4.07,1,0,Government,1,0.6,-0.7,1
1,16,1,1,1,Management,3.07,9,1,Financial Activities,1,0.5,0.5,1
1,23,1,1,1,Data Analytics,3.59,3,0,Healthcare & Social Assistance,1,1.0,1.0,1
0,31,0,1,1,Management,3.55,9,0,Retail Trade,0,0.5,-0.2,1
1,26,1,1,1,Business Administration,3.52,3,2,Manufacturing,1,0.4,-0.6,1
1,24,1,1,0,Accounting,3.95,8,1,Government,1,0.9,-0.7,1
1,23,0,1,0,Economics,2.69,2,0,Professional & Business Services,0,0.6,0.0,1
1,24,1,1,1,Marketing,3.62,3,3,Transportation & Warehousing,0,0.6,0.8,1
1,26,1,1,1,Marketing,3.42,2,1,Transportation & Warehousing,0,0.6,0.8,0
0,20,0,1,1,Business,3.68,3,1,Retail Trade,0,0.5,-0.2,0
0,27,1,1,1,Data Analytics,3.52,8,1,Educational Services,1,1.0,0.4,1
1,26,0,1,0,Business,3.48,6,1,Financial Activities,1,0.5,0.5,1
0,26,1,1,0,Business,3.14,4,1,Healthcare & Social Assistance,0,0.5,1.0,0
1,25,1,1,1,Business Administration,3.3,10,3,Financial Activities,0,0.4,0.5,1
1,24,1,1,1,Economics,4.44,5,1,Information (Tech Sector),0,0.6,-0.5,0
1,26,1,1,1,Data Analytics,3.68,10,2,Transportation & Warehousing,0,1.0,0.8,1
0,26,1,0,1,Business,3.82,2,0,Information (Tech Sector),1,0.5,-0.5,1
1,23,0,1,1,Marketing,3.39,9,3,Healthcare & Social Assistance,1,0.6,1.0,1
1,22,1,1,0,Business,3.24,0,2,Professional & Business Services,0,0.5,0.0,1
1,24,1,1,1,Finance,3.73,5,3,Professional & Business Services,0,0.7,0.0,1
1,29,1,1,1,Information Systems,2.93,4,1,Information (Tech Sector),0,0.9,-0.5,1
1,20,0,1,1,Marketing,3.3,5,2,Retail Trade,0,0.6,-0.2,1
1,20,1,1,0,Finance,3.39,6,3,Information (Tech Sector),1,0.7,-0.5,1
1,24,1,1,1,Information Systems,3.78,4,2,Leisure & Hospitality,1,0.9,-0.8,1
1,24,1,1,1,Accounting,3.62,10,0,Government,0,0.9,-0.7,1
1,25,1,1,1,Finance,3.36,10,0,Manufacturing,1,0.7,-0.6,1
1,25,1,0,1,Business Administration,3.61,10,1,Retail Trade,1,0.4,-0.2,1
1,23,0,1,1,Accounting,3.41,10,0,Government,1,0.9,-0.7,1
1,28,1,1,1,International Business,3.82,8,2,Transportation & Warehousing,1,0.3,0.8,1
0,19,1,1,1,Data Analytics,3.57,10,2,Healthcare & Social Assistance,1,1.0,1.0,1
1,22,1,1,0,Marketing,4.02,9,2,Financial Activities,0,0.6,0.5,1
1,24,0,0,1,International Business,3.42,4,1,Professional & Business Services,1,0.3,0.0,1
1,19,1,1,1,Marketing,3.87,8,0,Healthcare & Social Assistance,1,0.6,1.0,1
1,23,1,1,0,Data Analytics,3.53,9,1,Retail Trade,0,1.0,-0.2,1
1,29,1,0,1,Data Analytics,3.29,7,1,Construction,1,1.0,0.7,1
1,24,1,1,1,Marketing,4.28,4,2,Information (Tech Sector),0,0.6,-0.5,1
1,25,1,1,0,Data Analytics,3.89,1,1,Leisure & Hospitality,1,1.0,-0.8,0
1,20,1,0,1,Finance,3.57,8,2,Government,0,0.7,-0.7,1
1,22,1,1,1,Management,3.73,10,1,Government,1,0.5,-0.7,1
1,23,1,1,1,Economics,3.18,4,3,Educational Services,1,0.6,0.4,1
1,23,1,1,1,Marketing,3.19,2,1,Professional & Business Services,0,0.6,0.0,1
1,28,1,1,1,International Business,3.83,3,1,Government,0,0.3,-0.7,1
1,26,1,1,0,International Business,3.5,6,0,Retail Trade,1,0.3,-0.2,1
1,21,0,0,1,Data Analytics,3.45,3,1,Manufacturing,0,1.0,-0.6,0
1,25,0,1,1,Marketing,3.41,6,2,Construction,1,0.6,0.7,1
1,25,0,1,0,Management,3.55,10,2,Government,0,0.5,-0.7,1
1,27,0,0,1,Management,3.42,7,1,Financial Activities,1,0.5,0.5,1
1,29,0,1,1,Economics,2.89,4,1,Manufacturing,1,0.6,-0.6,1
1,21,0,1,1,Finance,3.92,9,2,Government,1,0.7,-0.7,1
0,22,1,1,1,Economics,3.47,6,1,Retail Trade,1,0.6,-0.2,1
0,20,0,0,1,Business Administration,4.05,1,1,Manufacturing,1,0.4,-0.6,0
1,23,1,0,1,International Business,2.97,5,3,Transportation & Warehousing,1,0.3,0.8,1
1,25,1,1,0,Management,2.97,7,1,Government,1,0.5,-0.7,1
1,27,0,1,0,Data Analytics,3.42,8,2,Financial Activities,1,1.0,0.5,1
1,24,1,1,0,Management,3.79,9,2,Transportation & Warehousing,1,0.5,0.8,1
1,23,1,0,0,Management,3.13,3,2,Financial Activities,0,0.5,0.5,1
1,24,0,1,1,Information Systems,3.12,2,2,Educational Services,1,0.9,0.4,1
1,21,1,1,1,International Business,3.61,1,0,Financial Activities,0,0.3,0.5,0
1,30,1,0,0,Business Administration,3.41,7,1,Professional & Business Services,0,0.4,0.0,1
1,19,0,1,1,Economics,3.66,8,3,Retail Trade,0,0.6,-0.2,1
1,25,0,1,0,Business Administration,3.41,4,1,Leisure & Hospitality,0,0.4,-0.8,1
1,30,1,1,1,Information Systems,3.62,4,2,Retail Trade,1,0.9,-0.2,1
1,24,1,1,1,Finance,3.91,10,3,Information (Tech Sector),1,0.7,-0.5,1
1,23,1,1,1,Business Administration,3.13,9,2,Leisure & Hospitality,1,0.4,-0.8,1
1,23,0,0,0,Management,3.86,2,1,Information (Tech Sector),1,0.5,-0.5,0
1,23,1,1,1,Accounting,2.99,8,0,Manufacturing,0,0.9,-0.6,1
0,28,1,1,1,Marketing,3.68,6,1,Educational Services,1,0.6,0.4,1
1,17,1,1,1,Business Administration,3.93,2,1,Manufacturing,1,0.4,-0.6,0
1,29,1,1,1,Marketing,3.34,4,3,Government,0,0.6,-0.7,1
1,20,0,1,0,Information Systems,3.69,2,2,Professional & Business Services,1,0.9,0.0,1
1,23,1,1,1,Business Administration,3.35,3,2,Retail Trade,1,0.4,-0.2,1
1,23,0,0,1,Business Administration,3.68,6,1,Healthcare & Social Assistance,1,0.4,1.0,1
1,26,1,1,1,Business,2.82,4,0,Retail Trade,0,0.5,-0.2,0
1,19,0,1,1,Management,3.55,4,1,Retail Trade,0,0.5,-0.2,0
1,25,0,1,1,Data Analytics,3.62,5,1,Leisure & Hospitality,1,1.0,-0.8,1
1,30,1,0,1,Marketing,3.9,1,1,Construction,1,0.6,0.7,1
